Date,Julian,Time,Hour,Site,Location,Temperature (C),Species ID,Grouping,Grouping_no,Count,"In Water (0=no, 1=yes)","Predation (0=no, 1=yes)",Comments
7/14/2022,195,18:15:49,18,Furnace Brook,DNS,28,Raccoon,Raccoon,6,1,1,0,
7/15/2022,196,11:46:46,11,Furnace Brook,UPS,18,Great Blue Heron,Great Blue Heron,4,1,1,0,walking into water toward refuge
7/15/2022,196,13:08:32,13,Furnace Brook,UPS,21,Person,Person,5,1,0,0,
7/15/2022,196,13:14:14,13,Furnace Brook,UPS,21,Person,Person,5,1,0,0,
7/15/2022,196,18:12:28,18,Furnace Brook,MID,31,Person,Person,5,1,0,0,
7/15/2022,196,21:32:53,21,Furnace Brook,UPS,15,Raccoon,Raccoon,6,1,0,0,
7/16/2022,197,4:33:38,4,Furnace Brook,MID,14,Great Blue Heron,Great Blue Heron,4,1,0,0,
7/16/2022,197,18:07:59,18,Furnace Brook,MID,26,Great Blue Heron,Great Blue Heron,4,1,0,0,
7/16/2022,197,19:15:44,19,Furnace Brook,UPS,20,Great Blue Heron,Great Blue Heron,4,1,0,0,
7/16/2022,197,19:29:17,19,Furnace Brook,MID,24,Great Blue Heron,Great Blue Heron,4,1,1,0,
7/16/2022,197,2:11:56,2,Furnace Brook,UPS,11,Raccoon,Raccoon,6,1,0,0,
7/16/2022,197,2:42:27,2,Furnace Brook,UPS,11,Raccoon,Raccoon,6,1,0,0,
7/16/2022,197,22:16:24,22,Furnace Brook,UPS,15,Raccoon,Raccoon,6,1,0,0,
7/16/2022,197,23:13:29,23,Furnace Brook,UPS,15,Raccoon,Raccoon,6,1,0,0,
7/17/2022,198,16:21:40,16,Furnace Brook,UPS,23,Angler,Angler,1,2,1,0,Carrying tubes 
7/17/2022,198,10:01:50,10,Furnace Brook,MID,24,Angler,Angler,1,2,0,0,
7/17/2022,198,9:57:47,9,Furnace Brook,UPS,18,Angler,Angler,1,2,0,0,
7/17/2022,198,7:10:09,7,Furnace Brook,MID,18,Great Blue Heron,Great Blue Heron,4,1,0,0,
7/17/2022,198,13:55:18,13,Furnace Brook,MID,27,Great Blue Heron,Great Blue Heron,4,1,0,0,
7/17/2022,198,12:25:45,12,Furnace Brook,MID,26,Person,Person,5,1,0,0,
7/17/2022,198,16:46:20,16,Furnace Brook,MID,29,Person,Person,5,1,0,0,
7/17/2022,198,16:48:01,16,Furnace Brook,UPS,24,Person,Person,5,1,0,0,
7/17/2022,198,0:36:27,0,Furnace Brook,UPS,14,Raccoon,Raccoon,6,1,0,0,
7/17/2022,198,1:04:03,1,Furnace Brook,UPS,14,Raccoon,Raccoon,6,1,0,0,
7/17/2022,198,4:31:00,4,Furnace Brook,UPS,13,Raccoon,Raccoon,6,1,1,0,
7/17/2022,198,21:12:20,21,Furnace Brook,UPS,18,Raccoon,Raccoon,6,1,1,0,
7/17/2022,198,22:24:34,22,Furnace Brook,UPS,17,Raccoon,Raccoon,6,1,1,0,
7/17/2022,198,23:31:10,23,Furnace Brook,UPS,16,Raccoon,Raccoon,6,1,1,0,
7/18/2022,199,2:03:23,2,Furnace Brook,UPS,15,Raccoon,Raccoon,6,1,0,0,
7/18/2022,199,4:07:42,4,Furnace Brook,UPS,15,Raccoon,Raccoon,6,1,0,0,
7/18/2022,199,23:49:40,23,Furnace Brook,UPS,16,Raccoon,Raccoon,6,1,0,0,
7/18/2022,199,20:59:44,20,Furnace Brook,MID,23,Raccoon,Raccoon,6,1,1,0,
7/19/2022,200,6:28:46,6,Furnace Brook,MID,18,Great Blue Heron,Great Blue Heron,4,1,0,0,
7/19/2022,200,7:14:55,7,Furnace Brook,MID,18,Great Blue Heron,Great Blue Heron,4,1,0,0,
7/19/2022,200,23:49:40,23,Furnace Brook,UPS,15,Great Blue Heron,Great Blue Heron,4,1,0,0,
7/19/2022,200,10:01:22,10,Furnace Brook,MID,23,Person,Person,5,1,0,0,
7/19/2022,200,9:59:37,9,Furnace Brook,UPS,18,Person,Person,5,1,0,0,
7/19/2022,200,11:04:22,11,Furnace Brook,MID,23,Person,Person,5,1,1,0,
7/19/2022,200,11:05:32,11,Furnace Brook,UPS,21,Person,Person,5,1,1,0,
7/19/2022,200,21:26:26,21,Furnace Brook,UPS,18,Raccoon,Raccoon,6,1,1,0,
7/20/2022,201,6:18:29,6,Furnace Brook,MID,18,Great Blue Heron,Great Blue Heron,4,1,0,0,
7/20/2022,201,4:49:51,4,Furnace Brook,UPS,14,Great Blue Heron,Great Blue Heron,4,1,0,0,
7/20/2022,201,0:56:00,0,Furnace Brook,UPS,15,Raccoon,Raccoon,6,1,0,0,
7/21/2022,202,13:25:14,13,Furnace Brook,MID,31,Person,Person,5,1,0,0,
7/21/2022,202,11:21:19,11,Furnace Brook,UPS,25,Person,Person,5,1,0,0,
7/21/2022,202,11:38:07,11,Furnace Brook,UPS,26,Person,Person,5,1,0,0,
7/21/2022,202,13:26:04,13,Furnace Brook,UPS,27,Person,Person,5,1,0,0,
7/22/2022,203,13:05:49,13,Furnace Brook,MID,28,Common Merganser,Common Merganser,3,4,1,0,
7/22/2022,203,14:27:30,14,Furnace Brook,MID,30,Common Merganser,Common Merganser,3,3,1,0,
7/22/2022,203,10:36:27,10,Furnace Brook,MID,26,Person,Person,5,2,0,0,
7/22/2022,203,18:58:01,18,Furnace Brook,MID,30,Person,Person,5,1,0,0,
7/22/2022,203,10:32:20,10,Furnace Brook,UPS,22,Person,Person,5,1,0,0,
7/22/2022,203,10:46:44,10,Furnace Brook,UPS,22,Person,Person,5,1,0,0,
7/22/2022,203,19:00:09,19,Furnace Brook,UPS,24,Person,Person,5,1,0,0,
7/22/2022,203,1:35:24,1,Furnace Brook,UPS,17,Raccoon,Raccoon,6,1,0,0,
7/23/2022,204,12:29:07,12,Furnace Brook,MID,28,Person,Person,5,1,0,0,
7/23/2022,204,16:34:05,16,Furnace Brook,MID,33,Person,Person,5,1,0,0,
7/23/2022,204,12:05:51,12,Furnace Brook,UPS,24,Person,Person,5,1,0,0,
7/23/2022,204,12:30:30,12,Furnace Brook,UPS,25,Person,Person,5,1,0,0,
7/23/2022,204,16:33:13,16,Furnace Brook,UPS,27,Person,Person,5,1,0,0,
7/23/2022,204,2:33:04,2,Furnace Brook,UPS,15,Raccoon,Raccoon,6,1,0,0,
7/23/2022,204,23:50:37,23,Furnace Brook,UPS,16,Raccoon,Raccoon,6,1,0,0,
7/24/2022,205,17:52:44,17,Furnace Brook,MID,38,Person,Person,5,2,0,0,
7/24/2022,205,19:15:47,19,Furnace Brook,MID,31,Person,Person,5,1,0,0,
7/24/2022,205,19:25:08,19,Furnace Brook,MID,30,Person,Person,5,1,0,0,
7/24/2022,205,17:53:29,17,Furnace Brook,UPS,29,Person,Person,5,1,0,0,
7/24/2022,205,19:17:58,19,Furnace Brook,UPS,26,Person,Person,5,1,0,0,
7/24/2022,205,19:19:01,19,Furnace Brook,UPS,26,Person,Person,5,1,0,0,
7/24/2022,205,2:21:13,2,Furnace Brook,UPS,15,Raccoon,Raccoon,6,1,0,0,
7/24/2022,205,23:33:47,23,Furnace Brook,UPS,16,Raccoon,Raccoon,6,1,0,0,
7/24/2022,205,8:50:27,8,Furnace Brook,UPS,17,Turkey Vulture,Raptor,7,4,0,0,
7/24/2022,205,8:42:21,8,Furnace Brook,MID,22,Turkey Vulture,Raptor,7,2,0,0,
7/24/2022,205,9:05:06,9,Furnace Brook,MID,23,Turkey Vulture,Raptor,7,2,0,0,
7/24/2022,205,9:12:11,9,Furnace Brook,MID,23,Turkey Vulture,Raptor,7,2,0,0,
7/24/2022,205,9:20:38,9,Furnace Brook,MID,24,Turkey Vulture,Raptor,7,2,0,0,
7/24/2022,205,9:39:43,9,Furnace Brook,MID,25,Turkey Vulture,Raptor,7,2,0,0,
7/24/2022,205,8:42:20,8,Furnace Brook,UPS,17,Turkey Vulture,Raptor,7,2,0,0,
7/24/2022,205,9:01:15,9,Furnace Brook,UPS,18,Turkey Vulture,Raptor,7,2,0,0,
7/24/2022,205,8:52:37,8,Furnace Brook,MID,22,Turkey Vulture,Raptor,7,1,0,0,
7/24/2022,205,9:02:04,9,Furnace Brook,MID,23,Turkey Vulture,Raptor,7,1,0,0,
7/24/2022,205,9:40:44,9,Furnace Brook,UPS,20,Turkey Vulture,Raptor,7,1,0,0,
7/25/2022,206,13:53:10,13,Furnace Brook,MID,25,Great Blue Heron,Great Blue Heron,4,1,1,0,
7/25/2022,206,0:53:17,0,Furnace Brook,UPS,15,Raccoon,Raccoon,6,1,0,0,
7/25/2022,206,1:09:47,1,Furnace Brook,UPS,15,Raccoon,Raccoon,6,1,0,0,
7/25/2022,206,1:51:44,1,Furnace Brook,UPS,15,Raccoon,Raccoon,6,1,0,0,
7/25/2022,206,2:54:23,2,Furnace Brook,UPS,15,Raccoon,Raccoon,6,1,0,0,
7/25/2022,206,22:38:23,22,Furnace Brook,UPS,16,Raccoon,Raccoon,6,1,0,0,
7/25/2022,206,23:02:30,23,Furnace Brook,UPS,16,Raccoon,Raccoon,6,1,0,0,
7/25/2022,206,4:14:56,4,Furnace Brook,UPS,15,Raccoon,Raccoon,6,1,1,0,
7/26/2022,207,13:50:06,13,Furnace Brook,MID,24,Great Blue Heron,Great Blue Heron,4,1,1,0,
7/26/2022,207,14:03:03,14,Furnace Brook,MID,24,Great Blue Heron,Great Blue Heron,4,1,1,0,
7/26/2022,207,16:09:31,16,Furnace Brook,MID,25,Person,Person,5,2,1,0,
7/26/2022,207,16:27:05,16,Furnace Brook,MID,26,Person,Person,5,2,1,0,
7/26/2022,207,11:48:37,11,Furnace Brook,MID,22,Person,Person,5,1,0,0,
7/26/2022,207,3:35:57,3,Furnace Brook,UPS,13,Raccoon,Raccoon,6,1,0,0,
7/27/2022,208,17:18:35,17,Furnace Brook,MID,30,Great Blue Heron,Great Blue Heron,4,2,0,0,
7/27/2022,208,17:20:58,17,Furnace Brook,MID,31,Great Blue Heron,Great Blue Heron,4,1,1,0,
7/27/2022,208,17:58:23,17,Furnace Brook,MID,28,Great Blue Heron,Great Blue Heron,4,1,1,0,
7/27/2022,208,12:29:54,12,Furnace Brook,UPS,21,Person,Person,5,2,0,0,
7/27/2022,208,13:03:24,13,Furnace Brook,UPS,22,Person,Person,5,2,0,0,
7/27/2022,208,13:17:00,13,Furnace Brook,UPS,22,Person,Person,5,2,0,0,
7/27/2022,208,13:48:35,13,Furnace Brook,UPS,22,Person,Person,5,2,0,0,
7/27/2022,208,12:29:01,12,Furnace Brook,MID,25,Person,Person,5,2,1,0,
7/27/2022,208,13:04:25,13,Furnace Brook,MID,26,Person,Person,5,2,1,0,
7/27/2022,208,13:18:55,13,Furnace Brook,MID,26,Person,Person,5,2,1,0,
7/27/2022,208,13:49:08,13,Furnace Brook,MID,26,Person,Person,5,2,1,0,
7/27/2022,208,12:01:03,12,Furnace Brook,MID,25,Person,Person,5,1,0,0,
7/27/2022,208,12:00:46,12,Furnace Brook,UPS,20,Person,Person,5,1,0,0,
7/27/2022,208,22:11:59,22,Furnace Brook,UPS,16,Raccoon,Raccoon,6,1,0,0,
7/28/2022,209,15:50:29,15,Furnace Brook,MID,30,Angler,Angler,1,1,0,0,
7/28/2022,209,16:21:48,16,Furnace Brook,MID,29,Angler,Angler,1,1,0,0,
7/28/2022,209,13:25:42,13,Furnace Brook,MID,28,Great Blue Heron,Great Blue Heron,4,2,1,0,
7/28/2022,209,7:15:18,7,Furnace Brook,UPS,14,Great Blue Heron,Great Blue Heron,4,1,0,0,
7/28/2022,209,11:37:39,11,Furnace Brook,MID,26,Great Blue Heron,Great Blue Heron,4,1,1,0,
7/28/2022,209,13:48:51,13,Furnace Brook,MID,28,Great Blue Heron,Great Blue Heron,4,1,1,0,
7/28/2022,209,16:14:53,16,Furnace Brook,MID,30,Person,Person,5,1,1,0,
7/28/2022,209,1:12:07,1,Furnace Brook,UPS,14,Raccoon,Raccoon,6,1,0,0,
7/29/2022,210,15:35:19,15,Furnace Brook,MID,29,Great Blue Heron,Great Blue Heron,4,1,0,0,
7/29/2022,210,6:45:18,6,Furnace Brook,MID,18,Great Blue Heron,Great Blue Heron,4,1,1,0,
7/29/2022,210,11:17:11,11,Furnace Brook,MID,26,Great Blue Heron,Great Blue Heron,4,1,1,0,
7/29/2022,210,12:39:46,12,Furnace Brook,MID,27,Person,Person,5,2,1,0,
7/29/2022,210,12:47:46,12,Furnace Brook,MID,28,Person,Person,5,2,1,0,
7/29/2022,210,13:17:29,13,Furnace Brook,MID,28,Person,Person,5,2,1,0,
7/29/2022,210,12:01:59,12,Furnace Brook,UPS,23,Person,Person,5,2,1,0,
7/29/2022,210,12:35:46,12,Furnace Brook,UPS,23,Person,Person,5,2,1,0,
7/29/2022,210,16:45:46,16,Furnace Brook,MID,29,Person,Person,5,1,0,0,
7/29/2022,210,16:47:09,16,Furnace Brook,UPS,24,Person,Person,5,1,0,0,
7/29/2022,210,11:59:05,11,Furnace Brook,MID,27,Person,Person,5,1,1,0,
7/29/2022,210,21:52:37,21,Furnace Brook,UPS,18,Raccoon,Raccoon,6,2,1,0,
7/29/2022,210,0:19:37,0,Furnace Brook,UPS,17,Raccoon,Raccoon,6,1,0,0,
7/29/2022,210,2:45:51,2,Furnace Brook,UPS,15,Raccoon,Raccoon,6,1,0,0,
7/29/2022,210,9:34:03,9,Furnace Brook,MID,22,Turkey Vulture,Raptor,7,1,0,0,
7/30/2022,211,15:56:36,15,Furnace Brook,UPS,21,Turkey Vulture,Raptor,7,1,0,1,Eating fish
7/30/2022,211,16:01:06,16,Furnace Brook,UPS,22,Turkey Vulture,Raptor,7,1,0,1,Eating fish
7/30/2022,211,17:49:57,17,Furnace Brook,UPS,22,Turkey Vulture,Raptor,7,1,0,1,Eating fish
7/30/2022,211,6:21:04,6,Furnace Brook,MID,18,Great Blue Heron,Great Blue Heron,4,3,0,0,
7/30/2022,211,6:42:20,6,Furnace Brook,MID,17,Great Blue Heron,Great Blue Heron,4,2,0,0,
7/30/2022,211,6:26:52,6,Furnace Brook,UPS,13,Great Blue Heron,Great Blue Heron,4,2,0,0,
7/30/2022,211,6:31:52,6,Furnace Brook,MID,18,Great Blue Heron,Great Blue Heron,4,2,1,0,
7/30/2022,211,6:47:07,6,Furnace Brook,UPS,13,Great Blue Heron,Great Blue Heron,4,2,1,0,
7/30/2022,211,6:01:03,6,Furnace Brook,UPS,13,Great Blue Heron,Great Blue Heron,4,1,0,0,
7/30/2022,211,6:15:11,6,Furnace Brook,UPS,13,Great Blue Heron,Great Blue Heron,4,1,0,0,
7/30/2022,211,6:43:17,6,Furnace Brook,UPS,13,Great Blue Heron,Great Blue Heron,4,1,0,0,
7/30/2022,211,7:28:57,7,Furnace Brook,UPS,13,Great Blue Heron,Great Blue Heron,4,1,0,0,
7/30/2022,211,13:51:56,13,Furnace Brook,MID,25,Great Blue Heron,Great Blue Heron,4,1,1,0,
7/30/2022,211,14:04:29,14,Furnace Brook,MID,25,Great Blue Heron,Great Blue Heron,4,1,1,0,
7/30/2022,211,16:39:02,16,Furnace Brook,MID,27,Great Blue Heron,Great Blue Heron,4,1,1,0,
7/30/2022,211,19:08:11,19,Furnace Brook,MID,26,Great Blue Heron,Great Blue Heron,4,1,1,0,
7/30/2022,211,2:54:42,2,Furnace Brook,UPS,16,Raccoon,Raccoon,6,1,0,0,
7/30/2022,211,22:00:11,22,Furnace Brook,UPS,15,Raccoon,Raccoon,6,1,0,0,
7/30/2022,211,22:31:22,22,Furnace Brook,UPS,14,Raccoon,Raccoon,6,1,0,0,
7/31/2022,212,6:18:00,6,Furnace Brook,MID,13,Great Blue Heron,Great Blue Heron,4,1,0,0,
7/31/2022,212,18:12:55,18,Furnace Brook,UPS,22,Great Blue Heron,Great Blue Heron,4,1,0,0,
7/31/2022,212,18:30:30,18,Furnace Brook,UPS,22,Great Blue Heron,Great Blue Heron,4,1,0,0,
7/31/2022,212,13:15:56,13,Furnace Brook,MID,26,Person,Person,5,2,1,0,
7/31/2022,212,12:39:46,12,Furnace Brook,UPS,22,Person,Person,5,2,1,0,
7/31/2022,212,13:14:34,13,Furnace Brook,UPS,22,Person,Person,5,2,1,0,
7/31/2022,212,12:39:32,12,Furnace Brook,MID,26,Person,Person,5,1,1,0,
7/31/2022,212,1:21:21,1,Furnace Brook,UPS,12,Raccoon,Raccoon,6,3,0,0,
7/31/2022,212,0:02:00,0,Furnace Brook,UPS,13,Raccoon,Raccoon,6,1,0,0,
7/31/2022,212,0:43:15,0,Furnace Brook,UPS,12,Raccoon,Raccoon,6,1,0,0,
7/31/2022,212,2:42:07,2,Furnace Brook,UPS,11,Raccoon,Raccoon,6,1,0,0,
7/31/2022,212,22:26:50,22,Furnace Brook,UPS,16,Raccoon,Raccoon,6,1,1,0,
8/1/2022,213,12:30:04,12,Furnace Brook,MID,25,Great Blue Heron,Great Blue Heron,4,1,1,0,
8/1/2022,213,22:46:19,22,Furnace Brook,MID,20,Raccoon,Raccoon,6,5,1,0,
8/1/2022,213,22:47:42,22,Furnace Brook,UPS,15,Raccoon,Raccoon,6,4,0,0,
8/1/2022,213,22:07:34,22,Furnace Brook,UPS,15,Raccoon,Raccoon,6,1,0,0,
8/1/2022,213,2:42:25,2,Furnace Brook,UPS,14,Raccoon,Raccoon,6,1,1,0,
8/2/2022,214,20:02:43,20,Furnace Brook,MID,23,Great Blue Heron,Great Blue Heron,4,2,1,1,Eating fish
8/2/2022,214,19:48:49,19,Furnace Brook,MID,23,Great Blue Heron,Great Blue Heron,4,1,1,1,Eating fish
8/2/2022,214,17:50:10,17,Furnace Brook,MID,27,Person,Person,5,1,0,0,Feeding fish
8/2/2022,214,15:30:48,15,Furnace Brook,MID,29,Common Merganser,Common Merganser,3,4,1,0,
8/2/2022,214,15:20:16,15,Furnace Brook,MID,29,Common Merganser,Common Merganser,3,3,1,0,
8/2/2022,214,15:27:49,15,Furnace Brook,MID,29,Common Merganser,Common Merganser,3,3,1,0,
8/2/2022,214,15:08:20,15,Furnace Brook,MID,29,Common Merganser,Common Merganser,3,1,1,0,
8/2/2022,214,19:58:21,19,Furnace Brook,UPS,18,Great Blue Heron,Great Blue Heron,4,1,0,0,
8/2/2022,214,16:13:16,16,Furnace Brook,MID,30,Person,Person,5,3,0,0,
8/2/2022,214,16:15:33,16,Furnace Brook,UPS,25,Person,Person,5,2,0,0,
8/2/2022,214,14:12:50,14,Furnace Brook,MID,28,Person,Person,5,2,1,0,
8/2/2022,214,14:22:59,14,Furnace Brook,MID,28,Person,Person,5,2,1,0,
8/2/2022,214,13:37:39,13,Furnace Brook,UPS,23,Person,Person,5,2,1,0,
8/2/2022,214,14:23:01,14,Furnace Brook,UPS,24,Person,Person,5,2,1,0,
8/2/2022,214,10:29:36,10,Furnace Brook,MID,25,Person,Person,5,1,0,0,
8/2/2022,214,10:30:50,10,Furnace Brook,UPS,21,Person,Person,5,1,0,0,
8/2/2022,214,13:38:25,13,Furnace Brook,MID,28,Person,Person,5,1,1,0,
8/2/2022,214,22:15:19,22,Furnace Brook,UPS,16,Raccoon,Raccoon,6,1,0,0,
8/2/2022,214,22:50:22,22,Furnace Brook,UPS,15,Raccoon,Raccoon,6,1,0,0,
8/3/2022,215,7:53:59,7,Furnace Brook,MID,16,Person,Person,5,2,0,0,Feeding fish
8/3/2022,215,8:05:46,8,Furnace Brook,MID,17,Person,Person,5,2,0,0,Feeding fish
8/3/2022,215,18:58:55,18,Furnace Brook,MID,30,Person,Person,5,2,0,0,Feeding fish
8/3/2022,215,12:19:48,12,Furnace Brook,UPS,22,Person,Person,5,1,0,0,Feeding fish
8/3/2022,215,6:04:27,6,Furnace Brook,MID,15,Great Blue Heron,Great Blue Heron,4,1,0,0,
8/3/2022,215,11:36:55,11,Furnace Brook,UPS,22,Person,Person,5,2,0,0,
8/3/2022,215,12:21:45,12,Furnace Brook,MID,26,Person,Person,5,1,0,0,
8/3/2022,215,7:53:48,7,Furnace Brook,UPS,12,Person,Person,5,1,0,0,
8/3/2022,215,3:14:06,3,Furnace Brook,UPS,12,Raccoon,Raccoon,6,1,0,0,
8/3/2022,215,23:00:51,23,Furnace Brook,UPS,15,Raccoon,Raccoon,6,1,0,0,
8/3/2022,215,21:46:50,21,Furnace Brook,UPS,16,Raccoon,Raccoon,6,1,1,0,
8/3/2022,215,1:32:48,1,Furnace Brook,UPS,13,Raccoon,Raccoon,6,1,1,0,
8/3/2022,215,1:32:48,1,Furnace Brook,UPS,13,Raccoon,Raccoon,6,1,1,0,
8/4/2022,216,8:07:43,8,Furnace Brook,MID,18,Person,Person,5,2,0,0,Feeding fish
8/4/2022,216,8:14:24,8,Furnace Brook,MID,18,Person,Person,5,2,0,0,Feeding fish
8/4/2022,216,19:19:19,19,Furnace Brook,MID,30,Person,Person,5,2,0,0,Feeding fish
8/4/2022,216,19:30:54,19,Furnace Brook,MID,30,Person,Person,5,2,0,0,Feeding fish
8/4/2022,216,8:15:36,8,Furnace Brook,UPS,13,Person,Person,5,1,0,0,Feeding fish
8/4/2022,216,12:04:30,12,Furnace Brook,MID,29,Great Blue Heron,Great Blue Heron,4,1,0,0,
8/4/2022,216,12:19:12,12,Furnace Brook,MID,30,Great Blue Heron,Great Blue Heron,4,1,1,0,
8/4/2022,216,14:26:41,14,Furnace Brook,MID,31,Person,Person,5,2,1,0,
8/4/2022,216,13:53:50,13,Furnace Brook,UPS,27,Person,Person,5,2,1,0,
8/4/2022,216,14:34:58,14,Furnace Brook,UPS,27,Person,Person,5,2,1,0,
8/4/2022,216,18:39:20,18,Furnace Brook,MID,33,Person,Person,5,1,0,0,
8/4/2022,216,18:40:36,18,Furnace Brook,UPS,27,Person,Person,5,1,0,0,
8/4/2022,216,13:53:10,13,Furnace Brook,MID,31,Person,Person,5,1,1,0,
8/5/2022,217,9:35:13,9,Furnace Brook,MID,23,Person,Person,5,1,0,0,Feeding fish
8/5/2022,217,15:47:01,15,Furnace Brook,MID,30,Common Merganser,Common Merganser,3,8,1,0,
8/5/2022,217,0:22:53,0,Furnace Brook,UPS,17,Raccoon,Raccoon,6,3,0,0,
8/5/2022,217,21:30:28,21,Furnace Brook,UPS,20,Raccoon,Raccoon,6,1,0,0,
8/6/2022,218,7:58:16,7,Furnace Brook,MID,21,Great Blue Heron,Great Blue Heron,4,1,1,1,Eating fish
8/6/2022,218,9:56:05,9,Furnace Brook,MID,26,Person,Person,5,1,0,0,Feeding fish
8/6/2022,218,19:40:29,19,Furnace Brook,MID,28,Person,Person,5,1,0,0,Feeding fish
8/6/2022,218,8:13:17,8,Furnace Brook,MID,22,Great Blue Heron,Great Blue Heron,4,1,0,0,
8/6/2022,218,9:38:47,9,Furnace Brook,MID,25,Person,Person,5,5,0,0,
8/6/2022,218,9:38:41,9,Furnace Brook,UPS,20,Person,Person,5,4,0,0,
8/6/2022,218,9:50:28,9,Furnace Brook,UPS,22,Person,Person,5,4,0,0,
8/6/2022,218,14:29:13,14,Furnace Brook,MID,30,Person,Person,5,2,1,0,
8/6/2022,218,13:54:24,13,Furnace Brook,UPS,25,Person,Person,5,2,1,0,
8/6/2022,218,14:29:28,14,Furnace Brook,UPS,25,Person,Person,5,2,1,0,
8/6/2022,218,14:05:11,14,Furnace Brook,UPS,25,Person,Person,5,1,0,0,
8/6/2022,218,13:51:45,13,Furnace Brook,MID,30,Person,Person,5,1,1,0,
8/6/2022,218,3:01:15,3,Furnace Brook,UPS,16,Raccoon,Raccoon,6,1,0,0,
8/7/2022,219,16:14:11,16,Furnace Brook,MID,31,Person,Person,5,3,1,0,Canoeing 
8/7/2022,219,9:40:53,9,Furnace Brook,MID,26,Person,Person,5,1,0,0,Feeding fish
8/7/2022,219,18:59:01,18,Furnace Brook,MID,27,Person,Person,5,1,0,0,Feeding fish
8/7/2022,219,16:11:09,16,Furnace Brook,UPS,27,Person,Person,5,2,1,0,Putting tubes in
8/7/2022,219,10:31:46,10,Furnace Brook,MID,28,Person,Person,5,1,0,0,
8/7/2022,219,10:32:34,10,Furnace Brook,UPS,25,Person,Person,5,1,0,0,
8/7/2022,219,12:15:23,12,Furnace Brook,UPS,26,Raccoon,Raccoon,6,1,0,0,
8/7/2022,219,21:45:12,21,Furnace Brook,UPS,20,Raccoon,Raccoon,6,1,0,0,
8/7/2022,219,23:27:25,23,Furnace Brook,UPS,18,Raccoon,Raccoon,6,1,0,0,
8/8/2022,220,19:13:15,19,Furnace Brook,MID,30,Person,Person,5,2,0,0,Feeding fish
8/8/2022,220,11:11:32,11,Furnace Brook,MID,28,Person,Person,5,1,0,0,Feeding fish
8/8/2022,220,13:51:30,13,Furnace Brook,MID,31,Person,Person,5,3,1,0,
8/8/2022,220,13:43:37,13,Furnace Brook,MID,31,Person,Person,5,2,1,0,
8/8/2022,220,13:03:05,13,Furnace Brook,UPS,27,Person,Person,5,2,1,0,
8/8/2022,220,13:42:22,13,Furnace Brook,UPS,36,Person,Person,5,2,1,0,
8/8/2022,220,13:50:28,13,Furnace Brook,UPS,26,Person,Person,5,1,0,0,
8/8/2022,220,13:04:51,13,Furnace Brook,MID,31,Person,Person,5,1,1,0,
8/8/2022,220,0:56:49,0,Furnace Brook,UPS,18,Raccoon,Raccoon,6,1,0,0,
8/8/2022,220,1:11:39,1,Furnace Brook,UPS,18,Raccoon,Raccoon,6,1,0,0,
8/8/2022,220,1:54:01,1,Furnace Brook,UPS,17,Raccoon,Raccoon,6,1,0,0,
8/9/2022,221,10:20:18,10,Furnace Brook,MID,27,Person,Person,5,1,0,0,Feeding fish
8/9/2022,221,13:29:16,13,Furnace Brook,MID,30,Great Blue Heron,Great Blue Heron,4,1,1,0,
8/9/2022,221,16:49:43,16,Furnace Brook,MID,31,Person,Person,5,3,0,0,
8/9/2022,221,16:39:18,16,Furnace Brook,UPS,25,Person,Person,5,3,0,0,
8/10/2022,222,18:31:42,18,Furnace Brook,MID,28,Person,Person,5,2,0,0,Feeding fish
8/10/2022,222,11:08:29,11,Furnace Brook,MID,23,Person,Person,5,1,0,0,Feeding fish
8/10/2022,222,12:40:30,12,Furnace Brook,MID,25,Great Blue Heron,Great Blue Heron,4,1,0,0,
8/10/2022,222,12:55:10,12,Furnace Brook,MID,25,Great Blue Heron,Great Blue Heron,4,1,0,0,
8/10/2022,222,14:29:22,14,Furnace Brook,MID,26,Person,Person,5,2,0,0,
8/10/2022,222,17:42:43,17,Furnace Brook,MID,33,Person,Person,5,2,0,0,
8/10/2022,222,18:44:58,18,Furnace Brook,MID,27,Person,Person,5,2,0,0,
8/10/2022,222,17:43:41,17,Furnace Brook,UPS,24,Person,Person,5,2,0,0,
8/10/2022,222,18:39:59,18,Furnace Brook,UPS,22,Person,Person,5,2,0,0,
8/10/2022,222,14:04:10,14,Furnace Brook,MID,25,Person,Person,5,2,1,0,
8/10/2022,222,14:40:55,14,Furnace Brook,MID,26,Person,Person,5,2,1,0,
8/10/2022,222,13:28:14,13,Furnace Brook,UPS,21,Person,Person,5,2,1,0,
8/10/2022,222,14:09:32,14,Furnace Brook,UPS,21,Person,Person,5,2,1,0,
8/10/2022,222,13:28:53,13,Furnace Brook,MID,25,Person,Person,5,1,1,0,
8/10/2022,222,4:21:48,4,Furnace Brook,UPS,16,Raccoon,Raccoon,6,1,0,0,
8/10/2022,222,4:28:28,4,Furnace Brook,MID,21,Raccoon,Raccoon,6,1,1,0,
8/10/2022,222,15:45:14,15,Furnace Brook,MID,27,Osprey,Raptor,7,1,1,0,
8/11/2022,223,9:28:35,9,Furnace Brook,MID,20,Great Blue Heron,Great Blue Heron,4,1,1,1,Eating fish
8/11/2022,223,18:22:53,18,Furnace Brook,MID,32,Person,Person,5,2,0,0,Feeding fish
8/11/2022,223,9:39:09,9,Furnace Brook,MID,20,Person,Person,5,1,0,0,Feeding fish
